Date,Month,Day,Hours,Minutes,Weekend,Intensity,Congested
1,1,Mon,0,10,0,2.272727273,0
1,1,Mon,0,20,0,25.0,0
1,1,Mon,0,30,0,1.333333333,0
1,1,Mon,0,40,0,1.333333333,0
1,1,Mon,0,50,0,4.651162791,0
1,1,Mon,1,0,0,4.651162791,0
1,1,Mon,1,10,0,4.651162791,0
1,1,Mon,1,20,0,4.651162791,0
1,1,Mon,1,30,0,4.545454545,0
1,1,Mon,1,40,0,4.545454545,0
1,1,Mon,1,50,0,4.545454545,0
1,1,Mon,2,0,0,4.545454545,0
1,1,Mon,2,10,0,4.545454545,0
1,1,Mon,2,20,0,4.545454545,0
1,1,Mon,2,30,0,4.545454545,0
1,1,Mon,2,40,0,1.333333333,0
1,1,Mon,2,50,0,4.545454545,0
1,1,Mon,3,0,0,4.545454545,0
1,1,Mon,3,10,0,4.545454545,0
1,1,Mon,3,20,0,4.545454545,0
1,1,Mon,3,30,0,4.545454545,0
1,1,Mon,3,40,0,4.545454545,0
1,1,Mon,3,50,0,4.545454545,0
1,1,Mon,4,0,0,4.545454545,0
1,1,Mon,4,10,0,4.545454545,0
1,1,Mon,4,20,0,4.545454545,0
1,1,Mon,4,30,0,4.545454545,0
1,1,Mon,4,40,0,4.545454545,0
1,1,Mon,4,50,0,4.545454545,0
1,1,Mon,5,0,0,4.545454545,0
1,1,Mon,5,10,0,4.545454545,0
1,1,Mon,5,20,0,4.545454545,0
1,1,Mon,5,30,0,4.545454545,0
1,1,Mon,5,40,0,4.545454545,0
1,1,Mon,5,50,0,4.545454545,0
1,1,Mon,6,0,0,4.545454545,0
1,1,Mon,6,10,0,4.545454545,0
1,1,Mon,6,20,0,4.545454545,0
1,1,Mon,6,30,0,4.545454545,0
1,1,Mon,6,40,0,4.545454545,0
1,1,Mon,6,50,0,4.545454545,0
1,1,Mon,7,0,0,4.545454545,0
1,1,Mon,7,10,0,4.545454545,0
1,1,Mon,7,20,0,4.545454545,0
1,1,Mon,7,30,0,4.545454545,0
1,1,Mon,7,40,0,12.76595745,0
1,1,Mon,7,50,0,12.76595745,0
1,1,Mon,8,0,0,17.0212766,0
1,1,Mon,8,10,0,27.65957447,0
1,1,Mon,8,20,0,20.0,0
1,1,Mon,8,30,0,37.5,0
1,1,Mon,8,40,0,37.14285714,0
1,1,Mon,8,50,0,43.33333333,1
1,1,Mon,9,0,0,35.71428571,0
1,1,Mon,9,10,0,54.34782609,1
1,1,Mon,9,20,0,32.85714286,0
1,1,Mon,9,30,0,50.0,1
1,1,Mon,9,40,0,46.80851064,1
1,1,Mon,9,50,0,44.68085106,1
1,1,Mon,10,0,0,42.55319149,1
1,1,Mon,10,10,0,33.8028169,0
1,1,Mon,10,20,0,42.55319149,1
1,1,Mon,10,30,0,27.65957447,0
1,1,Mon,10,40,0,31.91489362,0
1,1,Mon,10,50,0,34.04255319,0
1,1,Mon,11,0,0,40.42553191,1
1,1,Mon,11,10,0,51.06382979,1
1,1,Mon,11,20,0,53.19148936,1
1,1,Mon,11,30,0,46.47887324,1
1,1,Mon,11,40,0,52.85714286,1
1,1,Mon,11,50,0,57.14285714,1
1,1,Mon,12,0,0,62.5,1
1,1,Mon,12,10,0,58.57142857,1
1,1,Mon,12,20,0,57.14285714,1
1,1,Mon,12,30,0,54.28571429,1
1,1,Mon,12,40,0,57.14285714,1
1,1,Mon,12,50,0,52.11267606,1
1,1,Mon,13,0,0,66.29213483,1
1,1,Mon,13,10,0,68.18181818,1
1,1,Mon,13,20,0,68.53932584,1
1,1,Mon,13,30,0,57.95454545,1
1,1,Mon,13,40,0,60.75949367,1
1,1,Mon,13,50,0,62.92134831,1
1,1,Mon,14,0,0,58.42696629,1
1,1,Mon,14,10,0,60.22727273,1
1,1,Mon,14,20,0,68.18181818,1
1,1,Mon,14,30,0,70.45454545,1
1,1,Mon,14,40,0,62.5,1
1,1,Mon,14,50,0,53.93258427,1
