Date,Month,Day,Hours,Minutes,Weekend,Intensity,Congested
1,1,Mon,0,10,0,18.36734694,0
1,1,Mon,0,20,0,15.0,0
1,1,Mon,0,30,0,5.263157895,0
1,1,Mon,0,40,0,4.411764706,0
1,1,Mon,0,50,0,4.411764706,0
1,1,Mon,1,0,0,5.263157895,0
1,1,Mon,1,10,0,4.411764706,0
1,1,Mon,1,20,0,4.411764706,0
1,1,Mon,1,30,0,4.411764706,0
1,1,Mon,1,40,0,4.411764706,0
1,1,Mon,1,50,0,4.411764706,0
1,1,Mon,2,0,0,4.411764706,0
1,1,Mon,2,10,0,4.411764706,0
1,1,Mon,2,20,0,4.411764706,0
1,1,Mon,2,30,0,4.411764706,0
1,1,Mon,2,40,0,4.411764706,0
1,1,Mon,2,50,0,4.411764706,0
1,1,Mon,3,0,0,4.411764706,0
1,1,Mon,3,10,0,4.411764706,0
1,1,Mon,3,20,0,4.411764706,0
1,1,Mon,3,30,0,4.411764706,0
1,1,Mon,3,40,0,5.263157895,0
1,1,Mon,3,50,0,5.263157895,0
1,1,Mon,4,0,0,5.263157895,0
1,1,Mon,4,10,0,5.263157895,0
1,1,Mon,4,20,0,4.411764706,0
1,1,Mon,4,30,0,5.263157895,0
1,1,Mon,4,40,0,5.263157895,0
1,1,Mon,4,50,0,4.411764706,0
1,1,Mon,5,0,0,5.263157895,0
1,1,Mon,5,10,0,5.172413793,0
1,1,Mon,5,20,0,4.285714286,0
1,1,Mon,5,30,0,5.172413793,0
1,1,Mon,5,40,0,5.263157895,0
1,1,Mon,5,50,0,5.263157895,0
1,1,Mon,6,0,0,5.263157895,0
1,1,Mon,6,10,0,4.47761194,0
1,1,Mon,6,20,0,4.47761194,0
1,1,Mon,6,30,0,4.47761194,0
1,1,Mon,6,40,0,5.263157895,0
1,1,Mon,6,50,0,4.411764706,0
1,1,Mon,7,0,0,4.411764706,0
1,1,Mon,7,10,0,4.47761194,0
1,1,Mon,7,20,0,4.411764706,0
1,1,Mon,7,30,0,7.142857143,0
1,1,Mon,7,40,0,7.142857143,0
1,1,Mon,7,50,0,22.36842105,0
1,1,Mon,8,0,0,25.0,1
1,1,Mon,8,10,0,25.0,1
1,1,Mon,8,20,0,25.0,1
1,1,Mon,8,30,0,19.48051948,0
1,1,Mon,8,40,0,20.77922078,0
1,1,Mon,8,50,0,19.48051948,0
1,1,Mon,9,0,0,20.77922078,0
1,1,Mon,9,10,0,19.23076923,0
1,1,Mon,9,20,0,17.72151899,0
1,1,Mon,9,30,0,19.23076923,0
1,1,Mon,9,40,0,19.48051948,0
1,1,Mon,9,50,0,29.72972973,1
1,1,Mon,10,0,0,30.66666667,1
1,1,Mon,10,10,0,30.26315789,1
1,1,Mon,10,20,0,32.89473684,1
1,1,Mon,10,30,0,32.89473684,1
1,1,Mon,10,40,0,32.89473684,1
1,1,Mon,10,50,0,32.89473684,1
1,1,Mon,11,0,0,34.21052632,1
1,1,Mon,11,10,0,33.76623377,1
1,1,Mon,11,20,0,33.76623377,1
1,1,Mon,11,30,0,33.76623377,1
1,1,Mon,11,40,0,33.76623377,1
1,1,Mon,11,50,0,34.21052632,1
1,1,Mon,12,0,0,34.21052632,1
1,1,Mon,12,10,0,33.76623377,1
1,1,Mon,12,20,0,33.76623377,1
1,1,Mon,12,30,0,32.46753247,1
1,1,Mon,12,40,0,32.89473684,1
1,1,Mon,12,50,0,32.89473684,1
1,1,Mon,13,0,0,34.21052632,1
1,1,Mon,13,10,0,34.21052632,1
1,1,Mon,13,20,0,34.21052632,1
1,1,Mon,13,30,0,34.21052632,1
1,1,Mon,13,40,0,34.21052632,1
1,1,Mon,13,50,0,34.21052632,1
1,1,Mon,14,0,0,34.21052632,1
1,1,Mon,14,10,0,34.21052632,1
1,1,Mon,14,20,0,34.21052632,1
1,1,Mon,14,30,0,34.21052632,1
1,1,Mon,14,40,0,34.21052632,1
1,1,Mon,14,50,0,34.21052632,1
1,1,Mon,15,0,0,34.21052632,1
1,1,Mon,15,10,0,34.21052632,1
1,1,Mon,15,20,0,34.21052632,1
1,1,Mon,15,30,0,34.21052632,1
1,1,Mon,15,40,0,34.21052632,1
1,1,Mon,15,50,0,34.21052632,1
1,1,Mon,16,0,0,34.21052632,1
1,1,Mon,16,10,0,34.21052632,1
1,1,Mon,16,20,0,34.21052632,1
1,1,Mon,16,30,0,34.21052632,1
1,1,Mon,16,40,0,34.21052632,1
1,1,Mon,16,50,0,34.21052632,1
1,1,Mon,17,0,0,34.21052632,1
1,1,Mon,17,10,0,34.21052632,1
1,1,Mon,17,20,0,34.21052632,1
1,1,Mon,17,30,0,34.21052632,1
