Date,Month,Hours,Minutes,Intensity,Congested
1,1,0,15,108.0,1
1,1,0,30,77.0,0
1,1,0,45,76.0,0
1,1,1,0,76.0,0
1,1,1,15,75.0,0
1,1,1,30,80.0,0
1,1,1,45,71.0,0
1,1,2,0,72.0,0
1,1,2,15,71.0,0
1,1,2,30,74.0,0
1,1,2,45,75.0,0
1,1,3,0,71.0,0
1,1,3,15,73.0,0
1,1,3,30,72.0,0
1,1,3,45,73.0,0
1,1,4,0,64.0,0
1,1,4,15,72.0,0
1,1,4,30,72.0,0
1,1,4,45,72.0,0
1,1,5,0,72.0,0
1,1,5,15,71.0,0
1,1,5,30,73.0,0
1,1,5,45,73.0,0
1,1,6,0,77.0,0
1,1,6,15,84.0,0
1,1,6,30,80.0,0
1,1,6,45,95.0,0
1,1,7,0,91.0,0
1,1,7,15,97.0,0
1,1,7,30,96.0,0
1,1,7,45,106.0,1
1,1,8,0,114.0,1
1,1,8,15,113.0,1
1,1,8,30,115.0,1
1,1,8,45,115.0,1
1,1,9,0,117.0,1
1,1,9,15,126.0,1
1,1,9,30,130.0,1
1,1,9,45,125.0,1
1,1,10,0,117.0,1
1,1,10,15,118.0,1
1,1,10,30,118.0,1
1,1,10,45,107.0,1
1,1,11,0,106.0,1
1,1,11,15,106.0,1
1,1,11,30,110.0,1
1,1,11,45,106.0,1
1,1,12,0,106.0,1
1,1,12,15,109.0,1
1,1,12,30,109.0,1
1,1,12,45,109.0,1
1,1,13,0,99.0,0
1,1,13,15,100.0,0
1,1,13,30,99.0,0
1,1,13,45,98.0,0
1,1,14,0,100.0,0
1,1,14,15,99.0,0
1,1,14,30,99.0,0
1,1,14,45,99.0,0
1,1,15,0,99.0,0
1,1,15,15,99.0,0
1,1,15,30,107.0,1
1,1,15,45,105.0,1
1,1,16,0,102.0,0
1,1,16,15,109.0,1
1,1,16,30,109.0,1
1,1,16,45,112.0,1
1,1,17,0,106.0,1
1,1,17,15,112.0,1
1,1,17,30,113.0,1
1,1,17,45,112.0,1
1,1,18,0,112.0,1
1,1,18,15,110.0,1
1,1,18,30,101.0,0
1,1,18,45,102.0,0
1,1,19,0,102.0,0
1,1,19,15,106.0,1
1,1,19,30,105.0,1
1,1,19,45,107.0,1
1,1,20,0,105.0,1
1,1,20,15,103.0,0
1,1,20,30,95.0,0
1,1,20,45,94.0,0
1,1,21,0,90.0,0
1,1,21,15,90.0,0
1,1,21,30,90.0,0
1,1,21,45,87.0,0
1,1,22,0,87.0,0
1,1,22,15,87.0,0
1,1,22,30,91.0,0
1,1,22,45,91.0,0
1,1,23,0,91.0,0
1,1,23,15,85.0,0
1,1,23,30,85.0,0
1,1,23,45,83.0,0
2,1,0,0,77.0,0
2,1,0,15,76.0,0
2,1,0,30,74.0,0
2,1,0,45,73.0,0
2,1,1,0,72.0,0
2,1,1,15,72.0,0
2,1,1,30,72.0,0
2,1,1,45,72.0,0
2,1,2,0,87.0,0
2,1,2,15,85.0,0
2,1,2,30,85.0,0
2,1,2,45,83.0,0
2,1,3,0,73.0,0
2,1,3,15,71.0,0
2,1,3,30,73.0,0
2,1,3,45,80.0,0
2,1,4,0,76.0,0
2,1,4,15,73.0,0
2,1,4,30,76.0,0
2,1,4,45,76.0,0
2,1,5,0,77.0,0
2,1,5,15,76.0,0
2,1,5,30,80.0,0
2,1,5,45,80.0,0
2,1,6,0,80.0,0
2,1,6,15,80.0,0
2,1,6,30,88.0,0
2,1,6,45,90.0,0
2,1,7,0,90.0,0
2,1,7,15,97.0,0
2,1,7,30,110.0,1
2,1,7,45,111.0,1
2,1,8,0,113.0,1
