Date,Month,Hours,Minutes,Intensity,Congested
1,1,0,15,153.0,0
1,1,0,30,153.0,0
1,1,0,45,153.0,0
1,1,1,0,153.0,0
1,1,1,15,153.0,0
1,1,1,30,153.0,0
1,1,1,45,153.0,0
1,1,2,0,153.0,0
1,1,2,15,153.0,0
1,1,2,30,153.0,0
1,1,2,45,153.0,0
1,1,3,0,153.0,0
1,1,3,15,153.0,0
1,1,3,30,153.0,0
1,1,3,45,153.0,0
1,1,4,0,153.0,0
1,1,4,15,153.0,0
1,1,4,30,154.0,0
1,1,4,45,153.0,0
1,1,5,0,153.0,0
1,1,5,15,153.0,0
1,1,5,30,153.0,0
1,1,5,45,153.0,0
1,1,6,0,153.0,0
1,1,6,15,153.0,0
1,1,6,30,153.0,0
1,1,6,45,153.0,0
1,1,7,0,153.0,0
1,1,7,15,154.0,0
1,1,7,30,156.0,0
1,1,7,45,166.0,0
1,1,8,0,199.0,1
1,1,8,15,171.0,0
1,1,8,30,168.0,0
1,1,8,45,166.0,0
1,1,9,0,163.0,0
1,1,9,15,163.0,0
1,1,9,30,162.0,0
1,1,9,45,193.0,1
1,1,10,0,164.0,0
1,1,10,15,169.0,0
1,1,10,30,203.0,1
1,1,10,45,200.0,1
1,1,11,0,203.0,1
1,1,11,15,174.0,0
1,1,11,30,176.0,0
1,1,11,45,177.0,0
1,1,12,0,176.0,0
1,1,12,15,176.0,0
1,1,12,30,176.0,0
1,1,12,45,176.0,0
1,1,13,0,176.0,0
1,1,13,15,175.0,0
1,1,13,30,174.0,0
1,1,13,45,174.0,0
1,1,14,0,175.0,0
1,1,14,15,175.0,0
1,1,14,30,175.0,0
1,1,14,45,171.0,0
1,1,15,0,170.0,0
1,1,15,15,170.0,0
1,1,15,30,169.0,0
1,1,15,45,170.0,0
1,1,16,0,169.0,0
1,1,16,15,168.0,0
1,1,16,30,174.0,0
1,1,16,45,175.0,0
1,1,17,0,178.0,0
1,1,17,15,176.0,0
1,1,17,30,181.0,0
1,1,17,45,183.0,1
1,1,18,0,186.0,1
1,1,18,15,182.0,1
1,1,18,30,183.0,1
1,1,18,45,182.0,1
1,1,19,0,180.0,0
1,1,19,15,180.0,0
1,1,19,30,178.0,0
