Date,Month,Hours,Minutes,Intensity,Congested
1,1,0,15,110.0,0
1,1,0,30,114.0,0
1,1,0,45,110.0,0
1,1,1,0,110.0,0
1,1,1,15,110.0,0
1,1,1,30,110.0,0
1,1,1,45,110.0,0
1,1,2,0,110.0,0
1,1,2,15,110.0,0
1,1,2,30,110.0,0
1,1,2,45,110.0,0
1,1,3,0,110.0,0
1,1,3,15,110.0,0
1,1,3,30,110.0,0
1,1,3,45,110.0,0
1,1,4,0,110.0,0
1,1,4,15,110.0,0
1,1,4,30,110.0,0
1,1,4,45,110.0,0
1,1,5,0,110.0,0
1,1,5,15,110.0,0
1,1,5,30,110.0,0
1,1,5,45,110.0,0
1,1,6,0,110.0,0
1,1,6,15,110.0,0
1,1,6,30,110.0,0
1,1,6,45,110.0,0
1,1,7,0,110.0,0
1,1,7,15,116.0,0
1,1,7,30,120.0,0
1,1,7,45,119.0,0
1,1,8,0,133.0,0
1,1,8,15,144.0,0
1,1,8,30,147.0,0
1,1,8,45,157.0,0
1,1,9,0,175.0,1
1,1,9,15,181.0,1
1,1,9,30,176.0,1
1,1,9,45,180.0,1
1,1,10,0,176.0,1
1,1,10,15,190.0,1
1,1,10,30,183.0,1
1,1,10,45,180.0,1
1,1,11,0,190.0,1
1,1,11,15,181.0,1
1,1,11,30,191.0,1
1,1,11,45,192.0,1
1,1,12,0,197.0,1
1,1,12,15,190.0,1
1,1,12,30,187.0,1
1,1,12,45,185.0,1
1,1,13,0,185.0,1
1,1,13,15,187.0,1
1,1,13,30,182.0,1
1,1,13,45,188.0,1
1,1,14,0,182.0,1
1,1,14,15,188.0,1
1,1,14,30,192.0,1
1,1,14,45,189.0,1
1,1,15,0,190.0,1
1,1,15,15,193.0,1
1,1,15,30,187.0,1
1,1,15,45,186.0,1
1,1,16,0,189.0,1
1,1,16,15,188.0,1
1,1,16,30,190.0,1
1,1,16,45,192.0,1
1,1,17,0,195.0,1
1,1,17,15,185.0,1
1,1,17,30,195.0,1
1,1,17,45,200.0,1
1,1,18,0,199.0,1
1,1,18,15,204.0,1
1,1,18,30,205.0,1
1,1,18,45,197.0,1
1,1,19,0,198.0,1
1,1,19,15,197.0,1
1,1,19,30,197.0,1
1,1,19,45,197.0,1
1,1,20,0,198.0,1
1,1,20,15,195.0,1
1,1,20,30,191.0,1
1,1,20,45,191.0,1
1,1,21,0,189.0,1
1,1,21,15,184.0,1
1,1,21,30,186.0,1
1,1,21,45,182.0,1
1,1,22,0,174.0,1
1,1,22,15,171.0,0
1,1,22,30,166.0,0
1,1,22,45,165.0,0
1,1,23,0,157.0,0
1,1,23,15,146.0,0
1,1,23,30,139.0,0
1,1,23,45,139.0,0
2,1,0,0,133.0,0
2,1,0,15,121.0,0
2,1,0,30,116.0,0
2,1,0,45,118.0,0
2,1,1,0,112.0,0
2,1,1,15,111.0,0
2,1,1,30,113.0,0
2,1,1,45,113.0,0
2,1,2,0,110.0,0
2,1,2,15,110.0,0
2,1,2,30,110.0,0
2,1,2,45,110.0,0
2,1,3,0,110.0,0
2,1,3,15,110.0,0
2,1,3,30,110.0,0
2,1,3,45,110.0,0
2,1,4,0,110.0,0
2,1,4,15,110.0,0
2,1,4,30,110.0,0
2,1,4,45,110.0,0
2,1,5,0,110.0,0
2,1,5,15,110.0,0
2,1,5,30,110.0,0
2,1,5,45,110.0,0
2,1,6,0,110.0,0
2,1,6,15,110.0,0
2,1,6,30,110.0,0
2,1,6,45,110.0,0
2,1,7,0,115.0,0
2,1,7,15,115.0,0
2,1,7,30,119.0,0
2,1,7,45,120.0,0
2,1,8,0,123.0,0
2,1,8,15,132.0,0
2,1,8,30,142.0,0
2,1,8,45,148.0,0
2,1,9,0,165.0,0
2,1,9,15,171.0,0
2,1,9,30,172.0,1
2,1,9,45,175.0,1
2,1,10,0,179.0,1
2,1,10,15,177.0,1
2,1,10,30,180.0,1
2,1,10,45,174.0,1
2,1,11,0,179.0,1
2,1,11,15,172.0,1
2,1,11,30,176.0,1
2,1,11,45,175.0,1
2,1,12,0,176.0,1
2,1,12,15,174.0,1
2,1,12,30,171.0,0
2,1,12,45,175.0,1
2,1,13,0,176.0,1
2,1,13,15,178.0,1
2,1,13,30,173.0,1
2,1,13,45,169.0,0
2,1,14,0,175.0,1
2,1,14,15,173.0,1
2,1,14,30,174.0,1
2,1,14,45,170.0,0
2,1,15,0,172.0,1
2,1,15,15,169.0,0
2,1,15,30,174.0,1
2,1,15,45,172.0,1
2,1,16,0,175.0,1
2,1,16,15,181.0,1
2,1,16,30,182.0,1
2,1,16,45,192.0,1
2,1,17,0,189.0,1
2,1,17,15,191.0,1
2,1,17,30,191.0,1
2,1,17,45,191.0,1
2,1,18,0,192.0,1
2,1,18,15,193.0,1
2,1,18,30,195.0,1
2,1,18,45,195.0,1
2,1,19,0,192.0,1
2,1,19,15,190.0,1
2,1,19,30,188.0,1
2,1,19,45,189.0,1
2,1,20,0,186.0,1
2,1,20,15,188.0,1
2,1,20,30,185.0,1
2,1,20,45,183.0,1
2,1,21,0,172.0,1
2,1,21,15,166.0,0
2,1,21,30,166.0,0
2,1,21,45,169.0,0
2,1,22,0,169.0,0
2,1,22,15,164.0,0
2,1,22,30,160.0,0
2,1,22,45,154.0,0
2,1,23,0,152.0,0
2,1,23,15,145.0,0
2,1,23,30,141.0,0
2,1,23,45,138.0,0
3,1,0,0,140.0,0
3,1,0,15,124.0,0
3,1,0,30,116.0,0
3,1,0,45,114.0,0
3,1,1,0,110.0,0
3,1,1,15,111.0,0
3,1,1,30,112.0,0
3,1,1,45,112.0,0
3,1,2,0,110.0,0
3,1,2,15,110.0,0
3,1,2,30,110.0,0
3,1,2,45,110.0,0
3,1,3,0,110.0,0
3,1,3,15,112.0,0
3,1,3,30,110.0,0
3,1,3,45,110.0,0
3,1,4,0,110.0,0
3,1,4,15,110.0,0
3,1,4,30,110.0,0
3,1,4,45,110.0,0
3,1,5,0,110.0,0
3,1,5,15,110.0,0
3,1,5,30,110.0,0
3,1,5,45,110.0,0
3,1,6,0,110.0,0
3,1,6,15,110.0,0
3,1,6,30,110.0,0
3,1,6,45,119.0,0
3,1,7,0,118.0,0
3,1,7,15,114.0,0
3,1,7,30,116.0,0
3,1,7,45,119.0,0
3,1,8,0,131.0,0
3,1,8,15,138.0,0
3,1,8,30,144.0,0
3,1,8,45,142.0,0
3,1,9,0,163.0,0
3,1,9,15,168.0,0
3,1,9,30,177.0,1
3,1,9,45,176.0,1
3,1,10,0,175.0,1
3,1,10,15,178.0,1
3,1,10,30,172.0,1
3,1,10,45,175.0,1
3,1,11,0,177.0,1
3,1,11,15,185.0,1
3,1,11,30,181.0,1
3,1,11,45,180.0,1
3,1,12,0,187.0,1
3,1,12,15,186.0,1
3,1,12,30,184.0,1
3,1,12,45,185.0,1
3,1,13,0,185.0,1
3,1,13,15,190.0,1
3,1,13,30,189.0,1
3,1,13,45,188.0,1
3,1,14,0,186.0,1
3,1,14,15,175.0,1
3,1,14,30,190.0,1
3,1,14,45,190.0,1
3,1,15,0,191.0,1
3,1,15,15,193.0,1
3,1,15,30,191.0,1
3,1,15,45,185.0,1
3,1,16,0,185.0,1
3,1,16,15,191.0,1
3,1,16,30,194.0,1
3,1,16,45,194.0,1
3,1,17,0,199.0,1
3,1,17,15,199.0,1
3,1,17,30,196.0,1
3,1,17,45,194.0,1
3,1,18,0,196.0,1
3,1,18,15,196.0,1
3,1,18,30,200.0,1
3,1,18,45,199.0,1
3,1,19,0,194.0,1
3,1,19,15,198.0,1
3,1,19,30,196.0,1
3,1,19,45,195.0,1
3,1,20,0,195.0,1
3,1,20,15,197.0,1
3,1,20,30,195.0,1
3,1,20,45,193.0,1
3,1,21,0,188.0,1
3,1,21,15,186.0,1
3,1,21,30,186.0,1
3,1,21,45,183.0,1
3,1,22,0,179.0,1
3,1,22,15,173.0,1
3,1,22,30,178.0,1
3,1,22,45,166.0,0
3,1,23,0,159.0,0
3,1,23,15,149.0,0
3,1,23,30,141.0,0
3,1,23,45,136.0,0
4,1,0,0,128.0,0
4,1,0,15,130.0,0
4,1,0,30,119.0,0
4,1,0,45,113.0,0
4,1,1,0,110.0,0
4,1,1,15,113.0,0
4,1,1,30,114.0,0
4,1,1,45,110.0,0
4,1,2,0,110.0,0
4,1,2,15,110.0,0
4,1,2,30,110.0,0
4,1,2,45,110.0,0
4,1,3,0,110.0,0
4,1,3,15,110.0,0
4,1,3,30,110.0,0
4,1,3,45,110.0,0
4,1,4,0,110.0,0
4,1,4,15,110.0,0
4,1,4,30,110.0,0
4,1,4,45,110.0,0
