Date,Month,Day,Hours,Minutes,Weekend ,Intensity
5,10,Wed,22,45,0,167
5,10,Wed,23,0,0,167
5,10,Wed,23,15,0,167
5,10,Wed,23,30,0,167
5,10,Wed,23,45,0,167
6,10,Thu,0,0,0,167
6,10,Thu,0,15,0,167
6,10,Thu,0,30,0,167
6,10,Thu,0,45,0,167
6,10,Thu,1,0,0,167
6,10,Thu,1,15,0,167
6,10,Thu,1,30,0,167
6,10,Thu,1,45,0,167
6,10,Thu,2,0,0,167
6,10,Thu,2,15,0,167
6,10,Thu,2,30,0,167
6,10,Thu,2,45,0,167
6,10,Thu,3,0,0,167
6,10,Thu,3,15,0,167
6,10,Thu,3,30,0,167
6,10,Thu,3,45,0,167
6,10,Thu,4,0,0,167
6,10,Thu,4,15,0,167
6,10,Thu,4,30,0,167
6,10,Thu,4,45,0,167
6,10,Thu,5,0,0,167
6,10,Thu,5,15,0,167
6,10,Thu,5,30,0,167
6,10,Thu,5,45,0,167
6,10,Thu,6,0,0,167
6,10,Thu,6,15,0,167
6,10,Thu,6,30,0,167
6,10,Thu,6,45,0,167
6,10,Thu,7,0,0,167
6,10,Thu,7,15,0,167
6,10,Thu,7,30,0,167
6,10,Thu,7,45,0,167
6,10,Thu,8,0,0,167
6,10,Thu,8,15,0,167
6,10,Thu,8,30,0,167
6,10,Thu,8,45,0,167
6,10,Thu,9,0,0,167
6,10,Thu,9,15,0,167
6,10,Thu,9,30,0,167
6,10,Thu,9,45,0,167
6,10,Thu,10,0,0,167
6,10,Thu,10,15,0,167
6,10,Thu,10,30,0,167
6,10,Thu,10,45,0,167
6,10,Thu,11,0,0,167
6,10,Thu,11,15,0,167
6,10,Thu,11,30,0,167
6,10,Thu,11,45,0,167
6,10,Thu,12,0,0,167
6,10,Thu,12,15,0,167
6,10,Thu,12,30,0,167
6,10,Thu,12,45,0,167
6,10,Thu,13,0,0,167
6,10,Thu,13,15,0,167
6,10,Thu,13,30,0,167
6,10,Thu,13,45,0,167
6,10,Thu,14,0,0,167
6,10,Thu,14,15,0,167
6,10,Thu,14,30,0,167
6,10,Thu,14,45,0,167
6,10,Thu,15,0,0,167
6,10,Thu,15,15,0,167
6,10,Thu,15,30,0,167
6,10,Thu,15,45,0,167
6,10,Thu,16,0,0,167
6,10,Thu,16,15,0,167
6,10,Thu,16,30,0,167
6,10,Thu,16,45,0,167
6,10,Thu,17,0,0,167
6,10,Thu,17,15,0,167
6,10,Thu,17,30,0,167
6,10,Thu,17,45,0,167
6,10,Thu,18,0,0,167
6,10,Thu,18,15,0,167
6,10,Thu,18,30,0,167
6,10,Thu,18,45,0,167
6,10,Thu,19,0,0,167
6,10,Thu,19,15,0,167
6,10,Thu,19,30,0,167
6,10,Thu,19,45,0,167
6,10,Thu,20,0,0,167
6,10,Thu,20,15,0,167
6,10,Thu,20,30,0,167
6,10,Thu,20,45,0,167
6,10,Thu,21,0,0,167
6,10,Thu,21,15,0,167
6,10,Thu,21,30,0,167
6,10,Thu,21,45,0,167
6,10,Thu,22,0,0,167
6,10,Thu,22,15,0,167
6,10,Thu,22,30,0,167
6,10,Thu,22,45,0,167
6,10,Thu,23,0,0,167
6,10,Thu,23,15,0,167
6,10,Thu,23,30,0,167
6,10,Thu,23,45,0,167
7,10,Fri,0,0,1,167
7,10,Fri,0,15,1,167
7,10,Fri,0,30,1,167
7,10,Fri,0,45,1,167
7,10,Fri,1,0,1,167
7,10,Fri,1,15,1,167
7,10,Fri,1,30,1,167
7,10,Fri,1,45,1,167
7,10,Fri,2,0,1,167
7,10,Fri,2,15,1,167
7,10,Fri,2,30,1,167
7,10,Fri,2,45,1,167
7,10,Fri,3,0,1,167
7,10,Fri,3,15,1,167
7,10,Fri,3,30,1,167
7,10,Fri,3,45,1,167
7,10,Fri,4,0,1,167
7,10,Fri,4,15,1,167
7,10,Fri,4,30,1,167
7,10,Fri,4,45,1,167
7,10,Fri,5,0,1,167
7,10,Fri,5,15,1,167
7,10,Fri,5,30,1,167
7,10,Fri,5,45,1,167
7,10,Fri,6,0,1,167
7,10,Fri,6,15,1,167
7,10,Fri,6,30,1,167
7,10,Fri,6,45,1,167
7,10,Fri,7,0,1,167
7,10,Fri,7,15,1,167
7,10,Fri,7,30,1,167
7,10,Fri,7,45,1,167
7,10,Fri,8,0,1,167
7,10,Fri,8,15,1,167
7,10,Fri,8,30,1,167
7,10,Fri,8,45,1,167
7,10,Fri,9,0,1,167
7,10,Fri,9,15,1,167
7,10,Fri,9,30,1,167
7,10,Fri,9,45,1,167
7,10,Fri,10,0,1,167
7,10,Fri,10,15,1,167
7,10,Fri,10,30,1,167
7,10,Fri,10,45,1,167
7,10,Fri,11,0,1,167
7,10,Fri,11,15,1,167
7,10,Fri,11,30,1,167
7,10,Fri,11,45,1,167
7,10,Fri,12,0,1,167
7,10,Fri,12,15,1,167
7,10,Fri,12,30,1,167
7,10,Fri,12,45,1,167
7,10,Fri,13,0,1,167
7,10,Fri,13,15,1,167
7,10,Fri,13,30,1,167
7,10,Fri,13,45,1,167
7,10,Fri,14,0,1,167
7,10,Fri,14,15,1,167
7,10,Fri,14,30,1,167
7,10,Fri,14,45,1,167
7,10,Fri,15,0,1,167
7,10,Fri,15,15,1,167
7,10,Fri,15,30,1,167
7,10,Fri,15,45,1,167
7,10,Fri,16,0,1,167
7,10,Fri,16,15,1,167
7,10,Fri,16,30,1,167
7,10,Fri,16,45,1,167
7,10,Fri,17,0,1,167
7,10,Fri,17,15,1,167
7,10,Fri,17,30,1,167
7,10,Fri,17,45,1,167
7,10,Fri,18,0,1,167
7,10,Fri,18,15,1,167
7,10,Fri,18,30,1,167
7,10,Fri,18,45,1,167
7,10,Fri,19,0,1,167
7,10,Fri,19,15,1,167
7,10,Fri,19,30,1,167
7,10,Fri,19,45,1,167
7,10,Fri,20,0,1,167
7,10,Fri,20,15,1,167
7,10,Fri,20,30,1,167
7,10,Fri,20,45,1,167
7,10,Fri,21,0,1,167
7,10,Fri,21,15,1,167
7,10,Fri,21,30,1,167
7,10,Fri,21,45,1,167
7,10,Fri,22,0,1,167
7,10,Fri,22,15,1,167
7,10,Fri,22,30,1,167
7,10,Fri,22,45,1,167
7,10,Fri,23,0,1,167
7,10,Fri,23,15,1,167
7,10,Fri,23,30,1,167
7,10,Fri,23,45,1,167
8,10,Sat,0,0,1,167
8,10,Sat,0,15,1,167
8,10,Sat,0,30,1,167
8,10,Sat,0,45,1,167
8,10,Sat,1,0,1,167
8,10,Sat,1,15,1,167
8,10,Sat,1,30,1,167
8,10,Sat,1,45,1,167
8,10,Sat,2,0,1,167
8,10,Sat,2,15,1,167
8,10,Sat,2,30,1,167
8,10,Sat,2,45,1,167
8,10,Sat,3,0,1,167
8,10,Sat,3,15,1,167
8,10,Sat,3,30,1,167
8,10,Sat,3,45,1,167
8,10,Sat,4,0,1,167
8,10,Sat,4,15,1,167
8,10,Sat,4,30,1,167
8,10,Sat,4,45,1,167
8,10,Sat,5,0,1,167
8,10,Sat,5,15,1,167
8,10,Sat,5,30,1,167
8,10,Sat,5,45,1,167
8,10,Sat,6,0,1,167
